	cluster	cluster_color	dataset	dataset_color	type	type_color
NSCLC_EMTAB6149.46	49	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	NSCLC_EMTAB6149	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
HNSC_GSE103322.83	49	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	HNSC_GSE103322	(1.0, 0.4980392156862745, 0.054901960784313725)	HNSC	(1.0, 0.4980392156862745, 0.054901960784313725)
GBM_GSE89567.40	49	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	GBM_GSE89567	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
HNSC_GSE103322.7	49	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	HNSC_GSE103322	(1.0, 0.4980392156862745, 0.054901960784313725)	HNSC	(1.0, 0.4980392156862745, 0.054901960784313725)
GBM_GSE131928_10X.18	49	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	GBM_GSE131928_10X	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
SKCM_GSE72056.39	49	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	SKCM_GSE72056	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
ALL_GSE154109.62	50	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	ALL_GSE154109	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	ALL	(1.0, 0.4980392156862745, 0.054901960784313725)
PBMC_30K.60	50	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	PBMC_30K	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	PBMC	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
SKCM_GSE115978_aPD1.86	50	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	SKCM_GSE115978_aPD1	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
COAD_GSE146771_Smartseq2.48	50	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	COAD_GSE146771_Smartseq2	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
COAD_GSE146771_10X.3	50	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	COAD_GSE146771_10X	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
PBMC_8K.11	50	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	PBMC_8K	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	PBMC	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
BRCA_GSE139495.27	50	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	BRCA_GSE139495	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
BCC_GSE141526.24	51	(1.0, 0.4980392156862745, 0.054901960784313725)	BCC_GSE141526	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	BCC	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)
BRCA_GSE139495.83	51	(1.0, 0.4980392156862745, 0.054901960784313725)	BRCA_GSE139495	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
PAAD_CRA001160.85	51	(1.0, 0.4980392156862745, 0.054901960784313725)	PAAD_CRA001160	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	PAAD	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)
NPC_GSE150430.24	51	(1.0, 0.4980392156862745, 0.054901960784313725)	NPC_GSE150430	(1.0, 0.4980392156862745, 0.054901960784313725)	NPC	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)
NHL_GSE128531.49	51	(1.0, 0.4980392156862745, 0.054901960784313725)	NHL_GSE128531	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	NHL	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
NSCLC_GSE117570.58	51	(1.0, 0.4980392156862745, 0.054901960784313725)	NSCLC_GSE117570	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
COAD_GSE146771_10X.97	51	(1.0, 0.4980392156862745, 0.054901960784313725)	COAD_GSE146771_10X	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
SKCM_GSE72056.0	52	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	SKCM_GSE72056	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
SKCM_GSE120575_aPD1aCTLA4.34	52	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	SKCM_GSE120575_aPD1aCTLA4	(1.0, 0.4980392156862745, 0.054901960784313725)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
GBM_GSE131928_10X.29	52	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	GBM_GSE131928_10X	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
NSCLC_EMTAB6149.76	52	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	NSCLC_EMTAB6149	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
GBM_GSE89567.29	52	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	GBM_GSE89567	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
HNSC_GSE103322.11	52	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	HNSC_GSE103322	(1.0, 0.4980392156862745, 0.054901960784313725)	HNSC	(1.0, 0.4980392156862745, 0.054901960784313725)
KIRC_GSE111360.44	53	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	KIRC_GSE111360	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	KIRC	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
UVM_GSE139829.46	53	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	UVM_GSE139829	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	UVM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
SKCM_GSE115978_aPD1.33	53	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SKCM_GSE115978_aPD1	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
NB_GSE154037.8	53	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	NB_GSE154037	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	NB	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
OV_GSE154600.73	53	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	OV_GSE154600	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	OV	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
NHL_GSE128531.24	53	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	NHL_GSE128531	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	NHL	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
GBM_GSE89567.43	54	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	GBM_GSE89567	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
SKCM_GSE72056.46	54	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	SKCM_GSE72056	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
GBM_GSE131928_10X.10	54	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	GBM_GSE131928_10X	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
NSCLC_EMTAB6149.92	54	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	NSCLC_EMTAB6149	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
Glioma_GSE141460.19	54	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	Glioma_GSE141460	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	Glioma	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)
HNSC_GSE103322.18	54	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	HNSC_GSE103322	(1.0, 0.4980392156862745, 0.054901960784313725)	HNSC	(1.0, 0.4980392156862745, 0.054901960784313725)
NSCLC_GSE117570.25	55	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	NSCLC_GSE117570	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
KIRC_GSE111360.91	55	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	KIRC_GSE111360	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	KIRC	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
NHL_GSE128531.95	55	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	NHL_GSE128531	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	NHL	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
BRCA_GSE139495.7	55	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	BRCA_GSE139495	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
SCC_GSE144236.27	55	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	SCC_GSE144236	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
NPC_GSE150430.90	55	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	NPC_GSE150430	(1.0, 0.4980392156862745, 0.054901960784313725)	NPC	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)
LIHC_GSE98638.52	56	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	LIHC_GSE98638	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	LIHC	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
BRCA_GSE110686.96	56	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	BRCA_GSE110686	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
SCC_GSE145328.40	56	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	SCC_GSE145328	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
BRCA_GSE114727_10X.76	56	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	BRCA_GSE114727_10X	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
BRCA_GSE150660.19	56	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	BRCA_GSE150660	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
NSCLC_GSE99254.66	56	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	NSCLC_GSE99254	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
NSCLC_EMTAB6149.50	57	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	NSCLC_EMTAB6149	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
GBM_GSE131928_10X.73	57	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	GBM_GSE131928_10X	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
AML_GSE154109.49	57	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	AML_GSE154109	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	AML	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
COAD_GSE146771_10X.16	57	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	COAD_GSE146771_10X	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
ALL_GSE154109.83	57	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	ALL_GSE154109	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	ALL	(1.0, 0.4980392156862745, 0.054901960784313725)
UVM_GSE139829.62	57	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	UVM_GSE139829	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	UVM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
BLCA_GSE145281_aPD1.41	58	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	BLCA_GSE145281_aPD1	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	BLCA	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
BRCA_GSE139495.67	58	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	BRCA_GSE139495	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
PBMC_8K.91	58	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	PBMC_8K	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	PBMC	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
PBMC_30K.87	58	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	PBMC_30K	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	PBMC	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
COAD_GSE146771_10X.61	58	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	COAD_GSE146771_10X	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
PBMC_60K.62	58	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	PBMC_60K	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	PBMC	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
ALL_GSE132509.40	59	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	ALL_GSE132509	(1.0, 0.4980392156862745, 0.054901960784313725)	ALL	(1.0, 0.4980392156862745, 0.054901960784313725)
NSCLC_GSE143423.76	59	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	NSCLC_GSE143423	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
ALL_GSE154109.36	59	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	ALL_GSE154109	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	ALL	(1.0, 0.4980392156862745, 0.054901960784313725)
NSCLC_EMTAB6149.61	59	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	NSCLC_EMTAB6149	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
OV_GSE154600.79	59	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	OV_GSE154600	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	OV	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
OV_GSE154600.95	59	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	OV_GSE154600	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	OV	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
GBM_GSE131928_10X.43	60	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	GBM_GSE131928_10X	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
SKCM_GSE72056.18	60	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	SKCM_GSE72056	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
SKCM_GSE120575_aPD1aCTLA4.19	60	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	SKCM_GSE120575_aPD1aCTLA4	(1.0, 0.4980392156862745, 0.054901960784313725)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
NSCLC_EMTAB6149.2	60	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	NSCLC_EMTAB6149	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
HNSC_GSE103322.46	60	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	HNSC_GSE103322	(1.0, 0.4980392156862745, 0.054901960784313725)	HNSC	(1.0, 0.4980392156862745, 0.054901960784313725)
NSCLC_GSE117570.16	60	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	NSCLC_GSE117570	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
SCC_GSE145328.50	61	(1.0, 0.4980392156862745, 0.054901960784313725)	SCC_GSE145328	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
NSCLC_GSE99254.84	61	(1.0, 0.4980392156862745, 0.054901960784313725)	NSCLC_GSE99254	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
SKCM_GSE120575_aPD1aCTLA4.31	61	(1.0, 0.4980392156862745, 0.054901960784313725)	SKCM_GSE120575_aPD1aCTLA4	(1.0, 0.4980392156862745, 0.054901960784313725)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
BRCA_GSE114727_10X.17	61	(1.0, 0.4980392156862745, 0.054901960784313725)	BRCA_GSE114727_10X	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
PBMC_30K.37	61	(1.0, 0.4980392156862745, 0.054901960784313725)	PBMC_30K	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	PBMC	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
CLL_GSE111014.94	61	(1.0, 0.4980392156862745, 0.054901960784313725)	CLL_GSE111014	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	CLL	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
KIRC_GSE111360.4	62	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	KIRC_GSE111360	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	KIRC	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
HNSC_GSE103322.61	62	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	HNSC_GSE103322	(1.0, 0.4980392156862745, 0.054901960784313725)	HNSC	(1.0, 0.4980392156862745, 0.054901960784313725)
Glioma_GSE141460.85	62	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	Glioma_GSE141460	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	Glioma	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)
SKCM_GSE72056.86	62	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	SKCM_GSE72056	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
NSCLC_EMTAB6149.24	62	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	NSCLC_EMTAB6149	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
GBM_GSE131928_10X.2	62	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	GBM_GSE131928_10X	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
GBM_GSE89567.50	63	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	GBM_GSE89567	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
SKCM_GSE120575_aPD1aCTLA4.44	63	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SKCM_GSE120575_aPD1aCTLA4	(1.0, 0.4980392156862745, 0.054901960784313725)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
HNSC_GSE103322.32	63	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	HNSC_GSE103322	(1.0, 0.4980392156862745, 0.054901960784313725)	HNSC	(1.0, 0.4980392156862745, 0.054901960784313725)
GBM_GSE131928_10X.84	63	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	GBM_GSE131928_10X	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
NSCLC_EMTAB6149.88	63	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	NSCLC_EMTAB6149	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
SKCM_GSE72056.99	63	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SKCM_GSE72056	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
GBM_GSE89567.38	64	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	GBM_GSE89567	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
COAD_GSE108989.2	64	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	COAD_GSE108989	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
BRCA_GSE114727_10X.60	64	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	BRCA_GSE114727_10X	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
COAD_GSE146771_10X.77	64	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	COAD_GSE146771_10X	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
COAD_GSE146771_Smartseq2.88	64	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	COAD_GSE146771_Smartseq2	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
KIRC_GSE111360.83	64	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	KIRC_GSE111360	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	KIRC	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
COAD_GSE108989.41	65	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	COAD_GSE108989	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
NSCLC_GSE99254.95	65	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	NSCLC_GSE99254	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
BLCA_GSE149652.82	65	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	BLCA_GSE149652	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	BLCA	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
NPC_GSE150430.61	65	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	NPC_GSE150430	(1.0, 0.4980392156862745, 0.054901960784313725)	NPC	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)
LIHC_GSE98638.81	65	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	LIHC_GSE98638	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	LIHC	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
BRCA_GSE114727_10X.2	65	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	BRCA_GSE114727_10X	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
HNSC_GSE103322.59	66	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	HNSC_GSE103322	(1.0, 0.4980392156862745, 0.054901960784313725)	HNSC	(1.0, 0.4980392156862745, 0.054901960784313725)
GBM_GSE89567.66	66	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	GBM_GSE89567	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
BCC_GSE141526.30	66	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	BCC_GSE141526	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	BCC	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)
GBM_GSE70630.37	66	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	GBM_GSE70630	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
NSCLC_EMTAB6149.66	66	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	NSCLC_EMTAB6149	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
Glioma_GSE141460.12	66	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	Glioma_GSE141460	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	Glioma	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)
SKCM_GSE72056.24	67	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	SKCM_GSE72056	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
SCC_GSE123813_aPD1.29	67	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	SCC_GSE123813_aPD1	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
PRAD_GSE141445.71	67	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	PRAD_GSE141445	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	PRAD	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
KIRC_GSE111360.9	67	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	KIRC_GSE111360	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	KIRC	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
